149	7111	4288
150	197	3021
151	6800	2532
152	5666	914
153	7125	2823
154	7543	2929
155	7346	2858
156	5596	892
157	6140	3558
158	6235	3471
159	7647	4504
160	4973	2406
161	7613	4275
162	5277	2078
163	7848	4546
164	6327	3745
165	6378	1314
166	4500	1093
167	6621	1513
168	6488	4128
169	7475	3388
170	7314	1739
171	6304	4294
172	4244	896
173	5677	3049
174	7674	4579
175	7458	2741
176	5417	3673
177	5960	3207
178	7962	5287
179	5681	2109
180	5385	4318
181	6557	4047
182	4217	4224
183	7364	4427
184	7926	1627
185	7759	5143
186	6652	3742
187	4805	1033
188	7355	4151
189	5291	2929
190	5140	1018
191	1784	3494
192	5926	3912
193	1213	633
194	7753	2564
195	7264	5575
196	4537	3143
197	7534	4227
198	7351	2376
199	178	2702
200	4354	4262
201	7702	4815
202	5751	3681
203	7240	1762
204	5060	1577
205	6496	1678
206	6426	3656
207	6120	3821
208	8001	3418
209	7698	4279
210	3461	2718
211	5160	3517
212	2260	913
213	6570	3371
214	8101	1876
215	6621	3891
216	6932	1683
217	809	1766
218	6713	3488
219	6826	1774
220	7802	5317
221	2011	1558
222	6617	2928
223	317	3476
224	7533	3358
225	7429	3737
226	7333	4335
227	6603	3982
228	5139	1124
229	4694	3877
230	6885	2138
231	6365	3679
232	1575	2555
233	7004	1805
234	7541	4141
235	7631	4573
236	7973	1606
237	6623	3389
238	3719	1043
239	5619	3291
240	6937	4917
241	7532	3175
242	6947	4209
243	4476	2555
244	236	3494
245	5719	3352
246	7838	3375
247	7440	3100
248	5350	2867
249	7037	3965
250	6862	3892
251	6864	3854
252	6069	3695
253	5260	2230
254	806	3123
255	4458	3007
256	2342	3439
257	7503	5191
258	4364	3362
259	2384	695
260	7422	3390
261	345	1476
262	4759	1883
263	7432	4265
264	8080	1835
265	6577	3858
266	437	1344
267	7449	3911
268	1406	750
269	7128	4215
270	7342	3775
271	141	2814
272	7821	5457
273	1961	445
274	6044	2848
275	7554	4236
276	4607	4049
277	7492	3560
278	7989	3271
279	7890	5130
280	6881	3029
281	5068	1390
282	952	3583
283	8038	1535
284	1918	2832
285	741	3235
286	6453	3567
287	6686	2312
288	6589	4256
289	3319	2151
290	7503	3086
291	489	1254
292	6139	2032
293	5005	1458
294	6958	3678
295	513	1247
296	5457	3808
297	1276	559
298	5136	825
299	6307	2295
300	7848	5358
301	5987	3402
302	5964	1421
303	7423	3776
304	6207	3700
305	7747	3329
306	7037	4446
307	7604	4146
308	7562	4058
309	3824	3838
310	1072	883
311	1254	617
312	920	3065
313	5356	4241
314	4655	3992
315	7049	2570
316	6735	4509
317	7315	2181
318	4857	3359
319	1926	636
320	7872	3922
321	7015	2333
322	5649	3472
323	4679	4084
324	7046	1757
325	3499	863
326	7076	3302
327	5342	3188
328	5963	2789
329	7309	2717
330	3307	2833
331	478	1256
332	7879	3743
333	7055	2981
334	8605	1479
335	4634	4054
336	7832	4542
337	3396	3990
338	7418	2139
339	5930	2948
340	6376	3819
341	6868	4418
342	7520	4572
343	4170	1232
344	7772	4989
345	6518	3165
346	7790	5038
347	527	1077
348	5296	2520
349	6602	3920
350	602	1395
351	8184	1685
352	6190	2985
353	4574	3843
354	6597	2563
355	5427	3894
356	7582	3396
357	7267	2466
358	6494	1347
359	1851	3710
360	6379	1302
361	7744	5476
362	2126	2150
363	7700	4854
364	4780	3694
365	7299	3219
366	6493	1931
367	5098	1394
368	7352	1952
369	7370	3588
370	7547	4664
371	7919	3496
372	7783	4912
373	4831	2917
374	572	1108
375	5796	3459
376	7601	4171
377	7660	3924
378	4056	1564
379	5720	3823
380	7883	5408
381	7692	4666
382	1482	3494
383	7922	3655
384	4612	2341
385	7082	3235
386	525	3297
387	4719	1504
388	6402	3190
389	5706	3844
390	3108	3908
391	5117	2409
392	5955	4081
393	1595	942
394	7726	4833
395	36	2185
396	5532	998
397	5965	3624
398	7141	3514
399	4898	2840
400	7695	3220
401	8080	2039
402	7131	3081
403	5207	3742
404	7805	3991
405	174	2901
406	4293	3788
407	7989	1876
408	6148	3413
409	783	825
410	4174	2190
411	7216	4180
412	6123	4167
413	7199	3469
414	4763	2720
415	6848	2712
416	6340	3870
417	6740	4282
418	226	3415
419	6204	3099
420	5543	4042
421	834	757
422	6265	3426
423	7262	3725
424	1503	362
425	8228	1471
426	6454	3821
427	7453	3229
428	7434	3173
429	6387	3008
430	5472	1482
431	8525	1664
432	4232	3551
433	6547	2506
434	6150	3888
435	6360	3301
436	7304	2550
437	5697	3269
438	6359	1298
439	4694	3502
440	7654	3377
441	7583	4813
442	7254	5129
443	4125	1125
444	4427	4109
445	7874	5405
446	6765	1663
447	1422	658
448	7549	4208
449	4965	3622
450	4871	4132
451	6051	4246
452	3390	698
453	5259	4751
454	5344	1003
455	6670	4401
456	6317	3673
457	7324	5560
458	7844	3902
459	7643	2048
460	7452	3339
461	3245	1281
462	7035	1733
463	4342	3966
464	1082	625
465	7817	4252
466	10	2537
467	7777	4869
468	7344	4046
469	8063	1860
470	3390	2043
471	2694	2026
472	7657	3301
473	2067	2254
474	7617	4724
475	218	3031
476	4606	4468
477	5506	1719
478	4252	3206
479	5069	998
480	6050	3242
481	6766	2732
482	5571	1255
483	6854	1640
484	6366	4002
485	5679	3171
486	3189	2411
487	7345	3951
488	6252	1795
489	5621	3768
490	4012	1886
491	7271	3948
492	7408	3534
493	6656	3181
494	5010	1351
495	6731	3234
496	1322	580
497	982	659
498	1790	429
499	4806	3914
500	5400	3461
501	413	1338
502	6450	4160
503	7331	3634
504	7851	2809
505	7570	4741
506	2906	4131
507	7654	4795
508	8013	3523
509	8098	1746
510	7142	5032
511	6537	3982
512	5671	3807
513	7861	3216
514	7810	6053
515	7985	1657
516	7846	4923
517	5887	3508
518	3477	599
519	7466	4037
520	5841	3328
521	7909	3080
522	7360	4275
523	7856	2181
524	7399	4467
525	6806	4755
526	6139	4369
527	5470	2774
528	7988	3820
529	5070	605
530	6333	3909
531	7803	3598
532	7906	3580
EOF
